,acc,prec_macro,prec_micro,prec_wht,recall_macro,recall_micro,recall_wht,f1_macro,f1_micro,f1_wht
xgBoostLSTM0Layer_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM1Layer_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM2Layer_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM3Layer_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM4Layer_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM5Layer_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM6Layer_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM7Layer_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM0Layer_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM1Layer_4,0.9999746865883216,0.9999873810665524,0.9999746865883216,0.9999746878660348,0.9999560825647782,0.9999746865883216,0.9999746865883216,0.9999717297275132,0.9999746865883216,0.9999746857959602
xgBoostLSTM2Layer_4,0.999968358235402,0.9999842265322346,0.999968358235402,0.9999683602318034,0.9999451032059729,0.999968358235402,0.999968358235402,0.9999646616063048,0.999968358235402,0.9999683569972959
xgBoostLSTM3Layer_4,0.9998417911770104,0.9998536061110532,0.9998417911770104,0.9998418331323452,0.9998203008500492,0.9998417911770104,0.9998417911770104,0.9998369220405509,0.9998417911770104,0.9998417825058094
xgBoostLSTM4Layer_4,0.9658015808225592,0.9831402019543564,0.9658015808225592,0.9678980943901409,0.9652891022414872,0.9658015808225592,0.9658015808225592,0.9726918860443808,0.9658015808225592,0.965104339376538
xgBoostLSTM5Layer_4,0.9485378340579298,0.9759850652622906,0.9485378340579298,0.9531587855256112,0.9476504109185854,0.9485378340579298,0.9485378340579298,0.9582671263999104,0.9485378340579298,0.9468107251660406
xgBoostLSTM6Layer_4,0.9992975528259259,0.9992193863433678,0.9992975528259259,0.9992981189350876,0.9994821942049342,0.9992975528259259,0.9992975528259259,0.999350604707925,0.9992975528259259,0.99929763221847
xgBoostLSTM7Layer_4,0.9985824489460128,0.9980992275970476,0.9985824489460128,0.9985836650140169,0.9986189474031408,0.9985824489460128,0.9985824489460128,0.998358655522076,0.9985824489460128,0.9985826938935736
xgBoostLSTM0Layer_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM1Layer_6,0.9999873432941608,0.99999579358269,0.9999873432941608,0.9999873436135972,0.9999799172591076,0.9999873432941608,0.9999873432941608,0.9999878547893464,0.9999873432941608,0.999987342992726
xgBoostLSTM2Layer_6,0.9999050747062064,0.9999226330413878,0.9999050747062064,0.9999050701710149,0.9998249454418872,0.9999050747062064,0.9999050747062064,0.9998737776462724,0.9999050747062064,0.9999050643922252
xgBoostLSTM3Layer_6,0.9998671045886888,0.9999161144577271,0.9998671045886888,0.9998671040451343,0.9997585887188548,0.9998671045886888,0.9998671045886888,0.9998373218060104,0.9998671045886888,0.9998670838400184
xgBoostLSTM4Layer_6,0.999601313766066,0.999565519835146,0.999601313766066,0.9996014301834356,0.9991599541944864,0.999601313766066,0.999601313766066,0.999362299302264,0.999601313766066,0.9996011865205632
xgBoostLSTM5Layer_6,0.9994620900018352,0.9994754138317108,0.9994620900018352,0.9994621145311466,0.998902143497878,0.9994620900018352,0.9994620900018352,0.999188196768657,0.9994620900018352,0.999461841268282
xgBoostLSTM6Layer_6,0.9989178516507508,0.9989380323141352,0.9989178516507508,0.9989182914578488,0.9985264694873918,0.9989178516507508,0.9989178516507508,0.9987314360522852,0.9989178516507508,0.9989175776638451
xgBoostLSTM7Layer_6,0.9965763610705042,0.9940056731594112,0.9965763610705042,0.9965970957471793,0.9945032881208952,0.9965763610705042,0.9965763610705042,0.9942296207059572,0.9965763610705042,0.9965738931916543
xgBoostLSTM0Layer_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM1Layer_8,0.9999936716470804,0.9999984225736028,0.9999936716470804,0.9999936717269404,0.9999924689721652,0.9999936716470804,0.9999936716470804,0.9999954456544712,0.9999936716470804,0.9999936715717246
xgBoostLSTM2Layer_8,0.9988292547098768,0.9996875451734883,0.9988292547098768,0.9988318537073192,0.9985961003578072,0.9988292547098768,0.9988292547098768,0.9991378776168502,0.9988292547098768,0.998826712837005
xgBoostLSTM3Layer_8,0.9994114631784784,0.9997406969066664,0.9994114631784784,0.9994119196699668,0.9992858702855766,0.9994114631784784,0.9994114631784784,0.99951237977109,0.9994114631784784,0.9994108318938548
xgBoostLSTM4Layer_8,0.9993165378846848,0.9997050562421248,0.9993165378846848,0.9993170748602777,0.9991742770743212,0.9993165378846848,0.9993165378846848,0.9994385240610756,0.9993165378846848,0.9993157123038708
xgBoostLSTM5Layer_8,0.9987976129452788,0.9995270461641276,0.9987976129452788,0.99879927594679,0.9985548958291413,0.9987976129452788,0.9987976129452788,0.9990374988194112,0.9987976129452788,0.9987950941203322
