,acc,prec_macro,prec_micro,prec_wht,recall_macro,recall_micro,recall_wht,f1_macro,f1_micro,f1_wht
MLP_2,0.9971775545978648,0.9971851608749984,0.9971775545978648,0.9971934440573572,0.9971858357941497,0.9971775545978648,0.9971775545978648,0.9971775545570598,0.9971775545978648,0.99717755555571
MLPSimpleLayers_2,0.9971838829507844,0.9971914367221226,0.9971838829507844,0.9971997014366456,0.9971921455793644,0.9971838829507844,0.9971838829507844,0.9971838829056724,0.9971838829507844,0.9971838839545264
Adv_2,0.9974876438909244,0.9974928638189304,0.9974876438909244,0.997500241528726,0.9974950152696802,0.9974876438909244,0.9974876438909244,0.9974876434256807,0.9974876438909244,0.9974876466071264
AdvSimpleLayers_2,0.9970256741277947,0.997034588060116,0.9970256741277947,0.997043314330704,0.9970344009489918,0.9970256741277947,0.9970256741277947,0.9970256741248168,0.9970256741277947,0.9970256738478724
Wht_2,0.9966839430701372,0.9966961324573459,0.9966839430701372,0.9967058546958576,0.9966936725473864,0.9966839430701372,0.9966839430701372,0.9966839426078546,0.9966839430701372,0.9966839389644416
WhtSimpleLayers_2,0.9971902113037041,0.997197712727686,0.9971902113037041,0.9972059589739072,0.9971984553645794,0.9971902113037041,0.9971902113037041,0.9971902112540798,0.9971902113037041,0.9971902123529016
QVK_2,0.9961903315424094,0.9962080651053804,0.9961903315424094,0.9962192235719318,0.9962015093006232,0.9961903315424094,0.9961903315424094,0.9961903286788248,0.9961903315424094,0.9961903189593588
QVKSimpleLayers_2,0.9961333763661332,0.99615181135688,0.9961333763661332,0.9961631353604434,0.9961447212336892,0.9961333763661332,0.9961333763661332,0.996133373065332,0.9961333763661332,0.9961333625525064
LSTM_2,0.9978167182427429,0.997819822552514,0.9978167182427429,0.9978262381260404,0.9978231241008556,0.9978167182427429,0.9978167182427429,0.9978167169836611,0.9978167182427429,0.9978167218626028
LSTMSimpleLayers_2,0.9966396445997,0.9966522923286428,0.9966396445997,0.9966621435748042,0.996649504050882,0.9966396445997,0.9966396445997,0.9966396440134884,0.9966396445997,0.9966396398833598
Transformer_2,0.9960131376606609,0.9960330953190524,0.9960131376606609,0.9960447686664136,0.996024835314606,0.9960131376606609,0.9960131376606609,0.9960131333137476,0.9960131376606609,0.9960131210633556
TransformerSimpleLayers_2,0.9950448996639644,0.9950791855203621,0.9950448996639644,0.9950936659229276,0.9950594381767244,0.9950448996639644,0.9950448996639644,0.9950448795966234,0.9950448996639644,0.9950448502528698
randomForest_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoost_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
deepForest_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostAdv0Layer_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostAdv0LayerSimpleLayers_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostAdv1LayerSimpleLayers_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostAdv2LayerSimpleLayers_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM0Layer_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM0LayerSimpleLayers_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM1LayerSimpleLayers_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM2LayerSimpleLayers_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MLP_4,0.9974813155380048,0.9958397880969154,0.9974813155380048,0.9974949944080388,0.9986471482445248,0.9974813155380048,0.9974813155380048,0.9972360402202484,0.9974813155380048,0.9974819907304908
MLPSimpleLayers_4,0.8888931077908353,0.7141428763329171,0.8888931077908353,0.8594031559155021,0.750063019638888,0.8888931077908353,0.8888931077908353,0.6824239617112715,0.8888931077908353,0.8502971170910356
Adv_4,0.8923610451907682,0.8288828438737588,0.8923610451907682,0.9100535837601628,0.7589496194170067,0.8923610451907682,0.8923610451907682,0.7014382801524683,0.8923610451907682,0.8586649162882299
AdvSimpleLayers_4,0.8879185414412191,0.6888158959186043,0.8879185414412191,0.8482651912361149,0.7491276785679264,0.8879185414412191,0.8879185414412191,0.6804765292165791,0.8879185414412191,0.8491130626971997
Wht_4,0.9256165397831906,0.9355130539627884,0.9256165397831906,0.9406539083706728,0.835823158517072,0.9256165397831906,0.9256165397831906,0.8442803402192575,0.9256165397831906,0.9130248115038764
WhtSimpleLayers_4,0.8876970490890336,0.6406158060074888,0.8876970490890336,0.8270198310624326,0.7486941255217959,0.8876970490890336,0.8876970490890336,0.6794930725946373,0.8876970490890336,0.8486169782500252
QVK_4,0.9966143311880216,0.9939644752536322,0.9966143311880216,0.9966449880499136,0.9982583126374571,0.9966143311880216,0.9966143311880216,0.996093955235342,0.9966143311880216,0.9966165392570738
QVKSimpleLayers_4,0.9399122890285344,0.921411721297838,0.9399122890285344,0.9554977276962218,0.8677045413405267,0.9399122890285344,0.9399122890285344,0.8669565099496783,0.9399122890285344,0.9347455448696912
LSTM_4,0.9959561824843848,0.991802982525342,0.9959561824843848,0.9960583975361204,0.997832344938012,0.9959561824843848,0.9959561824843848,0.9947566254397388,0.9959561824843848,0.9959747273948752
LSTMSimpleLayers_4,0.8873046912080192,0.6407648589460108,0.8873046912080192,0.8270720452312922,0.7484906977139357,0.8873046912080192,0.8873046912080192,0.6795314760203104,0.8873046912080192,0.8484840013232042
Transformer_4,0.8847733500401851,0.6394630593798103,0.8847733500401851,0.8261375042677138,0.7472443896033495,0.8847733500401851,0.8847733500401851,0.6779904311057634,0.8847733500401851,0.8465891723251622
TransformerSimpleLayers_4,0.8859947221536649,0.6401200658569266,0.8859947221536649,0.8267211185352172,0.7478454594103904,0.8859947221536649,0.8859947221536649,0.6786704753129248,0.8859947221536651,0.8475256562802684
randomForest_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoost_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
deepForest_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostAdv0Layer_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostAdv0LayerSimpleLayers_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostAdv1LayerSimpleLayers_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostAdv2LayerSimpleLayers_4,0.9999620298824824,0.9999472955536468,0.9999620298824824,0.9999620338848706,0.9999341238471672,0.9999620298824824,0.9999620298824824,0.9999407034007224,0.9999620298824824,0.9999620283814992
xgBoostLSTM0Layer_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM0LayerSimpleLayers_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM1LayerSimpleLayers_4,0.9999873432941608,0.9999936903740346,0.9999873432941608,0.9999873436135972,0.9999780412823892,0.9999873432941608,0.9999873432941608,0.9999858653061936,0.9999873432941608,0.9999873430960836
xgBoostLSTM2LayerSimpleLayers_4,0.9999557015295628,0.9999103798486121,0.9999557015295628,0.9999557147418132,0.9999231444883618,0.9999557015295628,0.9999557015295628,0.9999167487733152,0.9999557015295628,0.9999557014280884
MLP_6,0.7218182623608553,0.5562257769318698,0.7218182623608553,0.6874441061373125,0.6653861135946341,0.7218182623608553,0.7218182623608553,0.5825640372083728,0.7218182623608553,0.6956953655904936
MLPSimpleLayers_6,0.6586106734000342,0.3237833495186991,0.6586106734000342,0.5832331834156329,0.4999635661034463,0.6586106734000342,0.6586106734000342,0.3757668715513408,0.6586106734000342,0.607223073962447
Adv_6,0.6042627785266329,0.2703767789802827,0.6042627785266329,0.5665442257174078,0.3331357619378057,0.6042627785266329,0.6042627785266329,0.29418027866407503,0.6042627785266329,0.5806292935736451
AdvSimpleLayers_6,0.6703624247717047,0.4251016043740023,0.6703624247717047,0.6424578489637113,0.4995003735827743,0.6703624247717047,0.6703624247717047,0.4514486986789057,0.6703624247717047,0.6521567610824409
Wht_6,0.603864092292699,0.2452930204214173,0.603864092292699,0.5510138166681917,0.3322954077525637,0.603864092292699,0.603864092292699,0.2730544006652282,0.603864092292699,0.5675168019615586
WhtSimpleLayers_6,0.6563577797606617,0.32353410173936936,0.6563577797606617,0.5830999494546424,0.4990596114592384,0.6563577797606617,0.6563577797606617,0.37516749732567994,0.6563577797606617,0.6060038161538196
QVK_6,0.6674260690170171,0.4222418088973157,0.6674260690170171,0.6405852083621594,0.4984530171578299,0.6674260690170171,0.6674260690170171,0.4495758465005497,0.6674260690170171,0.6497733490928782
