,acc,prec_macro,prec_micro,prec_wht,recall_macro,recall_micro,recall_wht,f1_macro,f1_micro,f1_wht
MLPSimpleLayers_2,0.9996520748987854,0.9983453670276776,0.9996520748987854,0.999653226275474,0.9998056743101438,0.9996520748987854,0.9996520748987854,0.999074130610078,0.9996520748987854,0.9996523294080604
AdvSimpleLayers_2,0.9994464827935222,0.997372766851824,0.9994464827935222,0.9994493912310282,0.9996908454934106,0.9994464827935222,0.9994464827935222,0.9985282981016464,0.9994464827935222,0.9994471262305872
WhtSimpleLayers_2,0.9994464827935222,0.997372766851824,0.9994464827935222,0.9994493912310282,0.9996908454934106,0.9994464827935222,0.9994464827935222,0.9985282981016464,0.9994464827935222,0.9994471262305872
QVKSimpleLayers_2,0.999272520242915,0.9965527577937651,0.999272520242915,0.9992775358407606,0.9995936826484824,0.999272520242915,0.999272520242915,0.998067175347793,0.999272520242915,0.999273630625924
LSTMSimpleLayers_2,0.9995888157894736,0.9980457005411908,0.9995888157894736,0.999590422943634,0.9997703423665336,0.9995888157894736,0.9995888157894736,0.9989060816939802,0.9995888157894736,0.9995891711381241
TransformerSimpleLayers_2,0.9993990384615384,0.9971488595438176,0.9993990384615384,0.9994024653130484,0.9996643465357028,0.9993990384615384,0.9993990384615384,0.9984024705666736,0.9993990384615384,0.9993997967327332
rotationForest_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
randomForest_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoost_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lightGBM_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
deepForest_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
deepForestCost_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xgBoostAdv0LayerSimpleLayers_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM0Layer_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgBoostLSTM0LayerSimpleLayers_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MLPSimpleLayers_4,0.9813069331983806,0.6074096355341655,0.9813069331983806,0.96630069319958,0.6665312275494942,0.9813069331983806,0.9813069331983806,0.634079950184709,0.9813069331983806,0.9730540520677514
AdvSimpleLayers_4,0.9909855769230768,0.9685274142786152,0.9909855769230768,0.9918366985321287,0.8456439041458291,0.9909855769230768,0.9909855769230768,0.8831219902766941,0.9909855769230768,0.9899339815014536
